date,crop_type,region,market_name,price_per_kg,currency,source
2018-05-07,cassava,Tarkwa,Tarkwa Central Market,1.02,GHS,WFP-GIEWS-Ghana
2018-05-14,cassava,Tarkwa,Tarkwa Central Market,1.05,GHS,WFP-GIEWS-Ghana
2018-05-21,cassava,Tarkwa,Tarkwa Central Market,1.05,GHS,WFP-GIEWS-Ghana
2018-05-28,cassava,Tarkwa,Tarkwa Central Market,1.03,GHS,WFP-GIEWS-Ghana
2018-06-04,cassava,Tarkwa,Tarkwa Central Market,1.13,GHS,WFP-GIEWS-Ghana
2018-06-11,cassava,Tarkwa,Tarkwa Central Market,1.11,GHS,WFP-GIEWS-Ghana
2018-06-18,cassava,Tarkwa,Tarkwa Central Market,1.08,GHS,WFP-GIEWS-Ghana
2018-06-25,cassava,Tarkwa,Tarkwa Central Market,1.1,GHS,WFP-GIEWS-Ghana
2018-07-02,cassava,Tarkwa,Tarkwa Central Market,1.25,GHS,WFP-GIEWS-Ghana
2018-07-09,cassava,Tarkwa,Tarkwa Central Market,1.25,GHS,WFP-GIEWS-Ghana
2018-07-16,cassava,Tarkwa,Tarkwa Central Market,1.16,GHS,WFP-GIEWS-Ghana
2018-07-23,cassava,Tarkwa,Tarkwa Central Market,1.23,GHS,WFP-GIEWS-Ghana
2018-07-30,cassava,Tarkwa,Tarkwa Central Market,1.25,GHS,WFP-GIEWS-Ghana
2018-08-06,cassava,Tarkwa,Tarkwa Central Market,1.24,GHS,WFP-GIEWS-Ghana
2018-08-13,cassava,Tarkwa,Tarkwa Central Market,1.25,GHS,WFP-GIEWS-Ghana
2018-08-20,cassava,Tarkwa,Tarkwa Central Market,1.28,GHS,WFP-GIEWS-Ghana
2018-08-27,cassava,Tarkwa,Tarkwa Central Market,1.2,GHS,WFP-GIEWS-Ghana
2018-09-03,cassava,Tarkwa,Tarkwa Central Market,1.06,GHS,WFP-GIEWS-Ghana
2018-09-10,cassava,Tarkwa,Tarkwa Central Market,1.11,GHS,WFP-GIEWS-Ghana
2018-09-17,cassava,Tarkwa,Tarkwa Central Market,1.17,GHS,WFP-GIEWS-Ghana
2018-09-24,cassava,Tarkwa,Tarkwa Central Market,1.21,GHS,WFP-GIEWS-Ghana
2018-10-01,cassava,Tarkwa,Tarkwa Central Market,1.0,GHS,WFP-GIEWS-Ghana
2018-10-08,cassava,Tarkwa,Tarkwa Central Market,0.91,GHS,WFP-GIEWS-Ghana
2018-10-15,cassava,Tarkwa,Tarkwa Central Market,0.96,GHS,WFP-GIEWS-Ghana
2018-10-22,cassava,Tarkwa,Tarkwa Central Market,0.98,GHS,WFP-GIEWS-Ghana
2018-10-29,cassava,Tarkwa,Tarkwa Central Market,0.97,GHS,WFP-GIEWS-Ghana
2018-11-05,cassava,Tarkwa,Tarkwa Central Market,0.99,GHS,WFP-GIEWS-Ghana
2018-11-12,cassava,Tarkwa,Tarkwa Central Market,0.94,GHS,WFP-GIEWS-Ghana
2018-11-19,cassava,Tarkwa,Tarkwa Central Market,0.98,GHS,WFP-GIEWS-Ghana
2018-11-26,cassava,Tarkwa,Tarkwa Central Market,0.99,GHS,WFP-GIEWS-Ghana
2018-12-03,cassava,Tarkwa,Tarkwa Central Market,1.01,GHS,WFP-GIEWS-Ghana
2018-12-10,cassava,Tarkwa,Tarkwa Central Market,0.95,GHS,WFP-GIEWS-Ghana
2018-12-17,cassava,Tarkwa,Tarkwa Central Market,0.97,GHS,WFP-GIEWS-Ghana
2018-12-24,cassava,Tarkwa,Tarkwa Central Market,0.87,GHS,WFP-GIEWS-Ghana
2018-12-31,cassava,Tarkwa,Tarkwa Central Market,0.96,GHS,WFP-GIEWS-Ghana
2019-01-07,cassava,Tarkwa,Tarkwa Central Market,1.23,GHS,WFP-GIEWS-Ghana
2019-01-14,cassava,Tarkwa,Tarkwa Central Market,1.2,GHS,WFP-GIEWS-Ghana
2019-01-21,cassava,Tarkwa,Tarkwa Central Market,1.26,GHS,WFP-GIEWS-Ghana
2019-01-28,cassava,Tarkwa,Tarkwa Central Market,1.25,GHS,WFP-GIEWS-Ghana
2019-02-04,cassava,Tarkwa,Tarkwa Central Market,1.15,GHS,WFP-GIEWS-Ghana
2019-02-11,cassava,Tarkwa,Tarkwa Central Market,1.27,GHS,WFP-GIEWS-Ghana
2019-02-18,cassava,Tarkwa,Tarkwa Central Market,1.21,GHS,WFP-GIEWS-Ghana
2019-02-25,cassava,Tarkwa,Tarkwa Central Market,1.29,GHS,WFP-GIEWS-Ghana
2019-03-04,cassava,Tarkwa,Tarkwa Central Market,1.03,GHS,WFP-GIEWS-Ghana
2019-03-11,cassava,Tarkwa,Tarkwa Central Market,1.08,GHS,WFP-GIEWS-Ghana
2019-03-18,cassava,Tarkwa,Tarkwa Central Market,1.07,GHS,WFP-GIEWS-Ghana
2019-03-25,cassava,Tarkwa,Tarkwa Central Market,1.09,GHS,WFP-GIEWS-Ghana
2019-04-01,cassava,Tarkwa,Tarkwa Central Market,1.09,GHS,WFP-GIEWS-Ghana
2019-04-08,cassava,Tarkwa,Tarkwa Central Market,1.08,GHS,WFP-GIEWS-Ghana
2019-04-15,cassava,Tarkwa,Tarkwa Central Market,1.02,GHS,WFP-GIEWS-Ghana
2019-04-22,cassava,Tarkwa,Tarkwa Central Market,1.02,GHS,WFP-GIEWS-Ghana
2019-04-29,cassava,Tarkwa,Tarkwa Central Market,1.06,GHS,WFP-GIEWS-Ghana
2019-05-06,cassava,Tarkwa,Tarkwa Central Market,1.09,GHS,WFP-GIEWS-Ghana
2019-05-13,cassava,Tarkwa,Tarkwa Central Market,1.07,GHS,WFP-GIEWS-Ghana
2019-05-20,cassava,Tarkwa,Tarkwa Central Market,1.12,GHS,WFP-GIEWS-Ghana
2019-05-27,cassava,Tarkwa,Tarkwa Central Market,1.08,GHS,WFP-GIEWS-Ghana
2019-06-03,cassava,Tarkwa,Tarkwa Central Market,1.15,GHS,WFP-GIEWS-Ghana
2019-06-10,cassava,Tarkwa,Tarkwa Central Market,1.18,GHS,WFP-GIEWS-Ghana
2019-06-17,cassava,Tarkwa,Tarkwa Central Market,1.21,GHS,WFP-GIEWS-Ghana
2019-06-24,cassava,Tarkwa,Tarkwa Central Market,1.21,GHS,WFP-GIEWS-Ghana
2019-07-01,cassava,Tarkwa,Tarkwa Central Market,1.45,GHS,WFP-GIEWS-Ghana
2019-07-08,cassava,Tarkwa,Tarkwa Central Market,1.31,GHS,WFP-GIEWS-Ghana
2019-07-15,cassava,Tarkwa,Tarkwa Central Market,1.35,GHS,WFP-GIEWS-Ghana
2019-07-22,cassava,Tarkwa,Tarkwa Central Market,1.37,GHS,WFP-GIEWS-Ghana
2019-07-29,cassava,Tarkwa,Tarkwa Central Market,1.35,GHS,WFP-GIEWS-Ghana
2019-08-05,cassava,Tarkwa,Tarkwa Central Market,1.33,GHS,WFP-GIEWS-Ghana
2019-08-12,cassava,Tarkwa,Tarkwa Central Market,1.27,GHS,WFP-GIEWS-Ghana
2019-08-19,cassava,Tarkwa,Tarkwa Central Market,1.33,GHS,WFP-GIEWS-Ghana
2019-08-26,cassava,Tarkwa,Tarkwa Central Market,1.3,GHS,WFP-GIEWS-Ghana
2019-09-02,cassava,Tarkwa,Tarkwa Central Market,1.14,GHS,WFP-GIEWS-Ghana
2019-09-09,cassava,Tarkwa,Tarkwa Central Market,1.18,GHS,WFP-GIEWS-Ghana
2019-09-16,cassava,Tarkwa,Tarkwa Central Market,1.17,GHS,WFP-GIEWS-Ghana
2019-09-23,cassava,Tarkwa,Tarkwa Central Market,1.25,GHS,WFP-GIEWS-Ghana
2019-09-30,cassava,Tarkwa,Tarkwa Central Market,1.25,GHS,WFP-GIEWS-Ghana
2019-10-07,cassava,Tarkwa,Tarkwa Central Market,1.01,GHS,WFP-GIEWS-Ghana
2019-10-14,cassava,Tarkwa,Tarkwa Central Market,1.03,GHS,WFP-GIEWS-Ghana
2019-10-21,cassava,Tarkwa,Tarkwa Central Market,0.97,GHS,WFP-GIEWS-Ghana
2019-10-28,cassava,Tarkwa,Tarkwa Central Market,1.02,GHS,WFP-GIEWS-Ghana
2019-11-04,cassava,Tarkwa,Tarkwa Central Market,1.07,GHS,WFP-GIEWS-Ghana
2019-11-11,cassava,Tarkwa,Tarkwa Central Market,1.09,GHS,WFP-GIEWS-Ghana
2019-11-18,cassava,Tarkwa,Tarkwa Central Market,1.02,GHS,WFP-GIEWS-Ghana
2019-11-25,cassava,Tarkwa,Tarkwa Central Market,1.1,GHS,WFP-GIEWS-Ghana
2019-12-02,cassava,Tarkwa,Tarkwa Central Market,0.99,GHS,WFP-GIEWS-Ghana
2019-12-09,cassava,Tarkwa,Tarkwa Central Market,1.01,GHS,WFP-GIEWS-Ghana
2019-12-16,cassava,Tarkwa,Tarkwa Central Market,1.09,GHS,WFP-GIEWS-Ghana
2019-12-23,cassava,Tarkwa,Tarkwa Central Market,1.13,GHS,WFP-GIEWS-Ghana
2019-12-30,cassava,Tarkwa,Tarkwa Central Market,1.08,GHS,WFP-GIEWS-Ghana
2020-01-06,cassava,Tarkwa,Tarkwa Central Market,1.35,GHS,WFP-GIEWS-Ghana
2020-01-13,cassava,Tarkwa,Tarkwa Central Market,1.23,GHS,WFP-GIEWS-Ghana
2020-01-20,cassava,Tarkwa,Tarkwa Central Market,1.24,GHS,WFP-GIEWS-Ghana
2020-01-27,cassava,Tarkwa,Tarkwa Central Market,1.36,GHS,WFP-GIEWS-Ghana
2020-02-03,cassava,Tarkwa,Tarkwa Central Market,1.34,GHS,WFP-GIEWS-Ghana
2020-02-10,cassava,Tarkwa,Tarkwa Central Market,1.3,GHS,WFP-GIEWS-Ghana
2020-02-17,cassava,Tarkwa,Tarkwa Central Market,1.37,GHS,WFP-GIEWS-Ghana
2020-02-24,cassava,Tarkwa,Tarkwa Central Market,1.37,GHS,WFP-GIEWS-Ghana
2020-03-02,cassava,Tarkwa,Tarkwa Central Market,1.21,GHS,WFP-GIEWS-Ghana
2020-03-09,cassava,Tarkwa,Tarkwa Central Market,1.17,GHS,WFP-GIEWS-Ghana
2020-03-16,cassava,Tarkwa,Tarkwa Central Market,1.22,GHS,WFP-GIEWS-Ghana
2020-03-23,cassava,Tarkwa,Tarkwa Central Market,1.17,GHS,WFP-GIEWS-Ghana
2020-03-30,cassava,Tarkwa,Tarkwa Central Market,1.16,GHS,WFP-GIEWS-Ghana
2020-04-06,cassava,Tarkwa,Tarkwa Central Market,1.22,GHS,WFP-GIEWS-Ghana
2020-04-13,cassava,Tarkwa,Tarkwa Central Market,1.13,GHS,WFP-GIEWS-Ghana
2020-04-20,cassava,Tarkwa,Tarkwa Central Market,1.31,GHS,WFP-GIEWS-Ghana
2020-04-27,cassava,Tarkwa,Tarkwa Central Market,1.19,GHS,WFP-GIEWS-Ghana
2020-05-04,cassava,Tarkwa,Tarkwa Central Market,1.2,GHS,WFP-GIEWS-Ghana
2020-05-11,cassava,Tarkwa,Tarkwa Central Market,1.21,GHS,WFP-GIEWS-Ghana
2020-05-18,cassava,Tarkwa,Tarkwa Central Market,1.27,GHS,WFP-GIEWS-Ghana
2020-05-25,cassava,Tarkwa,Tarkwa Central Market,1.22,GHS,WFP-GIEWS-Ghana
2020-06-01,cassava,Tarkwa,Tarkwa Central Market,1.21,GHS,WFP-GIEWS-Ghana
2020-06-08,cassava,Tarkwa,Tarkwa Central Market,1.37,GHS,WFP-GIEWS-Ghana
2020-06-15,cassava,Tarkwa,Tarkwa Central Market,1.28,GHS,WFP-GIEWS-Ghana
2020-06-22,cassava,Tarkwa,Tarkwa Central Market,1.3,GHS,WFP-GIEWS-Ghana
2020-06-29,cassava,Tarkwa,Tarkwa Central Market,1.23,GHS,WFP-GIEWS-Ghana
2020-07-06,cassava,Tarkwa,Tarkwa Central Market,1.49,GHS,WFP-GIEWS-Ghana
2020-07-13,cassava,Tarkwa,Tarkwa Central Market,1.42,GHS,WFP-GIEWS-Ghana
2020-07-20,cassava,Tarkwa,Tarkwa Central Market,1.46,GHS,WFP-GIEWS-Ghana
2020-07-27,cassava,Tarkwa,Tarkwa Central Market,1.44,GHS,WFP-GIEWS-Ghana
2020-08-03,cassava,Tarkwa,Tarkwa Central Market,1.58,GHS,WFP-GIEWS-Ghana
2020-08-10,cassava,Tarkwa,Tarkwa Central Market,1.58,GHS,WFP-GIEWS-Ghana
2020-08-17,cassava,Tarkwa,Tarkwa Central Market,1.47,GHS,WFP-GIEWS-Ghana
2020-08-24,cassava,Tarkwa,Tarkwa Central Market,1.47,GHS,WFP-GIEWS-Ghana
2020-08-31,cassava,Tarkwa,Tarkwa Central Market,1.45,GHS,WFP-GIEWS-Ghana
2020-09-07,cassava,Tarkwa,Tarkwa Central Market,1.38,GHS,WFP-GIEWS-Ghana
2020-09-14,cassava,Tarkwa,Tarkwa Central Market,1.3,GHS,WFP-GIEWS-Ghana
2020-09-21,cassava,Tarkwa,Tarkwa Central Market,1.3,GHS,WFP-GIEWS-Ghana
2020-09-28,cassava,Tarkwa,Tarkwa Central Market,1.37,GHS,WFP-GIEWS-Ghana
2020-10-05,cassava,Tarkwa,Tarkwa Central Market,1.1,GHS,WFP-GIEWS-Ghana
2020-10-12,cassava,Tarkwa,Tarkwa Central Market,1.13,GHS,WFP-GIEWS-Ghana
2020-10-19,cassava,Tarkwa,Tarkwa Central Market,1.06,GHS,WFP-GIEWS-Ghana
2020-10-26,cassava,Tarkwa,Tarkwa Central Market,1.16,GHS,WFP-GIEWS-Ghana
2020-11-02,cassava,Tarkwa,Tarkwa Central Market,1.22,GHS,WFP-GIEWS-Ghana
2020-11-09,cassava,Tarkwa,Tarkwa Central Market,1.17,GHS,WFP-GIEWS-Ghana
2020-11-16,cassava,Tarkwa,Tarkwa Central Market,1.2,GHS,WFP-GIEWS-Ghana
2020-11-23,cassava,Tarkwa,Tarkwa Central Market,1.1,GHS,WFP-GIEWS-Ghana
2020-11-30,cassava,Tarkwa,Tarkwa Central Market,1.15,GHS,WFP-GIEWS-Ghana
2020-12-07,cassava,Tarkwa,Tarkwa Central Market,1.1,GHS,WFP-GIEWS-Ghana
2020-12-14,cassava,Tarkwa,Tarkwa Central Market,1.13,GHS,WFP-GIEWS-Ghana
2020-12-21,cassava,Tarkwa,Tarkwa Central Market,1.18,GHS,WFP-GIEWS-Ghana
2020-12-28,cassava,Tarkwa,Tarkwa Central Market,1.15,GHS,WFP-GIEWS-Ghana
2021-01-04,cassava,Tarkwa,Tarkwa Central Market,1.38,GHS,WFP-GIEWS-Ghana
2021-01-11,cassava,Tarkwa,Tarkwa Central Market,1.38,GHS,WFP-GIEWS-Ghana
2021-01-18,cassava,Tarkwa,Tarkwa Central Market,1.38,GHS,WFP-GIEWS-Ghana
2021-01-25,cassava,Tarkwa,Tarkwa Central Market,1.49,GHS,WFP-GIEWS-Ghana
2021-02-01,cassava,Tarkwa,Tarkwa Central Market,1.59,GHS,WFP-GIEWS-Ghana
2021-02-08,cassava,Tarkwa,Tarkwa Central Market,1.55,GHS,WFP-GIEWS-Ghana
2021-02-15,cassava,Tarkwa,Tarkwa Central Market,1.36,GHS,WFP-GIEWS-Ghana
2021-02-22,cassava,Tarkwa,Tarkwa Central Market,1.55,GHS,WFP-GIEWS-Ghana
2021-03-01,cassava,Tarkwa,Tarkwa Central Market,1.31,GHS,WFP-GIEWS-Ghana
2021-03-08,cassava,Tarkwa,Tarkwa Central Market,1.18,GHS,WFP-GIEWS-Ghana
2021-03-15,cassava,Tarkwa,Tarkwa Central Market,1.25,GHS,WFP-GIEWS-Ghana
2021-03-22,cassava,Tarkwa,Tarkwa Central Market,1.32,GHS,WFP-GIEWS-Ghana
2021-03-29,cassava,Tarkwa,Tarkwa Central Market,1.29,GHS,WFP-GIEWS-Ghana
2021-04-05,cassava,Tarkwa,Tarkwa Central Market,1.2,GHS,WFP-GIEWS-Ghana
2021-04-12,cassava,Tarkwa,Tarkwa Central Market,1.3,GHS,WFP-GIEWS-Ghana
2021-04-19,cassava,Tarkwa,Tarkwa Central Market,1.16,GHS,WFP-GIEWS-Ghana
2021-04-26,cassava,Tarkwa,Tarkwa Central Market,1.26,GHS,WFP-GIEWS-Ghana
2021-05-03,cassava,Tarkwa,Tarkwa Central Market,1.34,GHS,WFP-GIEWS-Ghana
2021-05-10,cassava,Tarkwa,Tarkwa Central Market,1.28,GHS,WFP-GIEWS-Ghana
2021-05-17,cassava,Tarkwa,Tarkwa Central Market,1.25,GHS,WFP-GIEWS-Ghana
2021-05-24,cassava,Tarkwa,Tarkwa Central Market,1.32,GHS,WFP-GIEWS-Ghana
2021-05-31,cassava,Tarkwa,Tarkwa Central Market,1.33,GHS,WFP-GIEWS-Ghana
2021-06-07,cassava,Tarkwa,Tarkwa Central Market,1.47,GHS,WFP-GIEWS-Ghana
2021-06-14,cassava,Tarkwa,Tarkwa Central Market,1.45,GHS,WFP-GIEWS-Ghana
2021-06-21,cassava,Tarkwa,Tarkwa Central Market,1.46,GHS,WFP-GIEWS-Ghana
2021-06-28,cassava,Tarkwa,Tarkwa Central Market,1.44,GHS,WFP-GIEWS-Ghana
2021-07-05,cassava,Tarkwa,Tarkwa Central Market,1.59,GHS,WFP-GIEWS-Ghana
2021-07-12,cassava,Tarkwa,Tarkwa Central Market,1.58,GHS,WFP-GIEWS-Ghana
2021-07-19,cassava,Tarkwa,Tarkwa Central Market,1.56,GHS,WFP-GIEWS-Ghana
2021-07-26,cassava,Tarkwa,Tarkwa Central Market,1.5,GHS,WFP-GIEWS-Ghana
2021-08-02,cassava,Tarkwa,Tarkwa Central Market,1.52,GHS,WFP-GIEWS-Ghana
2021-08-09,cassava,Tarkwa,Tarkwa Central Market,1.57,GHS,WFP-GIEWS-Ghana
2021-08-16,cassava,Tarkwa,Tarkwa Central Market,1.6,GHS,WFP-GIEWS-Ghana
2021-08-23,cassava,Tarkwa,Tarkwa Central Market,1.68,GHS,WFP-GIEWS-Ghana
2021-08-30,cassava,Tarkwa,Tarkwa Central Market,1.58,GHS,WFP-GIEWS-Ghana
2021-09-06,cassava,Tarkwa,Tarkwa Central Market,1.48,GHS,WFP-GIEWS-Ghana
2021-09-13,cassava,Tarkwa,Tarkwa Central Market,1.49,GHS,WFP-GIEWS-Ghana
2021-09-20,cassava,Tarkwa,Tarkwa Central Market,1.41,GHS,WFP-GIEWS-Ghana
2021-09-27,cassava,Tarkwa,Tarkwa Central Market,1.46,GHS,WFP-GIEWS-Ghana
2021-10-04,cassava,Tarkwa,Tarkwa Central Market,1.21,GHS,WFP-GIEWS-Ghana
2021-10-11,cassava,Tarkwa,Tarkwa Central Market,1.28,GHS,WFP-GIEWS-Ghana
2021-10-18,cassava,Tarkwa,Tarkwa Central Market,1.25,GHS,WFP-GIEWS-Ghana
2021-10-25,cassava,Tarkwa,Tarkwa Central Market,1.16,GHS,WFP-GIEWS-Ghana
2021-11-01,cassava,Tarkwa,Tarkwa Central Market,1.23,GHS,WFP-GIEWS-Ghana
2021-11-08,cassava,Tarkwa,Tarkwa Central Market,1.31,GHS,WFP-GIEWS-Ghana
2021-11-15,cassava,Tarkwa,Tarkwa Central Market,1.22,GHS,WFP-GIEWS-Ghana
2021-11-22,cassava,Tarkwa,Tarkwa Central Market,1.25,GHS,WFP-GIEWS-Ghana
2021-11-29,cassava,Tarkwa,Tarkwa Central Market,1.25,GHS,WFP-GIEWS-Ghana
2021-12-06,cassava,Tarkwa,Tarkwa Central Market,1.18,GHS,WFP-GIEWS-Ghana
2021-12-13,cassava,Tarkwa,Tarkwa Central Market,1.26,GHS,WFP-GIEWS-Ghana
2021-12-20,cassava,Tarkwa,Tarkwa Central Market,1.17,GHS,WFP-GIEWS-Ghana
2021-12-27,cassava,Tarkwa,Tarkwa Central Market,1.2,GHS,WFP-GIEWS-Ghana
2022-01-03,cassava,Tarkwa,Tarkwa Central Market,1.65,GHS,WFP-GIEWS-Ghana
2022-01-10,cassava,Tarkwa,Tarkwa Central Market,1.6,GHS,WFP-GIEWS-Ghana
2022-01-17,cassava,Tarkwa,Tarkwa Central Market,1.56,GHS,WFP-GIEWS-Ghana
2022-01-24,cassava,Tarkwa,Tarkwa Central Market,1.61,GHS,WFP-GIEWS-Ghana
2022-01-31,cassava,Tarkwa,Tarkwa Central Market,1.57,GHS,WFP-GIEWS-Ghana
2022-02-07,cassava,Tarkwa,Tarkwa Central Market,1.59,GHS,WFP-GIEWS-Ghana
2022-02-14,cassava,Tarkwa,Tarkwa Central Market,1.63,GHS,WFP-GIEWS-Ghana
2022-02-21,cassava,Tarkwa,Tarkwa Central Market,1.54,GHS,WFP-GIEWS-Ghana
2022-02-28,cassava,Tarkwa,Tarkwa Central Market,1.59,GHS,WFP-GIEWS-Ghana
2022-03-07,cassava,Tarkwa,Tarkwa Central Market,1.34,GHS,WFP-GIEWS-Ghana
2022-03-14,cassava,Tarkwa,Tarkwa Central Market,1.28,GHS,WFP-GIEWS-Ghana
2022-03-21,cassava,Tarkwa,Tarkwa Central Market,1.31,GHS,WFP-GIEWS-Ghana
2022-03-28,cassava,Tarkwa,Tarkwa Central Market,1.45,GHS,WFP-GIEWS-Ghana
2022-04-04,cassava,Tarkwa,Tarkwa Central Market,1.39,GHS,WFP-GIEWS-Ghana
2022-04-11,cassava,Tarkwa,Tarkwa Central Market,1.3,GHS,WFP-GIEWS-Ghana
2022-04-18,cassava,Tarkwa,Tarkwa Central Market,1.29,GHS,WFP-GIEWS-Ghana
2022-04-25,cassava,Tarkwa,Tarkwa Central Market,1.36,GHS,WFP-GIEWS-Ghana
2022-05-02,cassava,Tarkwa,Tarkwa Central Market,1.47,GHS,WFP-GIEWS-Ghana
2022-05-09,cassava,Tarkwa,Tarkwa Central Market,1.37,GHS,WFP-GIEWS-Ghana
2022-05-16,cassava,Tarkwa,Tarkwa Central Market,1.45,GHS,WFP-GIEWS-Ghana
2022-05-23,cassava,Tarkwa,Tarkwa Central Market,1.4,GHS,WFP-GIEWS-Ghana
2022-05-30,cassava,Tarkwa,Tarkwa Central Market,1.41,GHS,WFP-GIEWS-Ghana
2022-06-06,cassava,Tarkwa,Tarkwa Central Market,1.43,GHS,WFP-GIEWS-Ghana
2022-06-13,cassava,Tarkwa,Tarkwa Central Market,1.57,GHS,WFP-GIEWS-Ghana
2022-06-20,cassava,Tarkwa,Tarkwa Central Market,1.49,GHS,WFP-GIEWS-Ghana
2022-06-27,cassava,Tarkwa,Tarkwa Central Market,1.56,GHS,WFP-GIEWS-Ghana
2022-07-04,cassava,Tarkwa,Tarkwa Central Market,1.65,GHS,WFP-GIEWS-Ghana
2022-07-11,cassava,Tarkwa,Tarkwa Central Market,1.71,GHS,WFP-GIEWS-Ghana
2022-07-18,cassava,Tarkwa,Tarkwa Central Market,1.72,GHS,WFP-GIEWS-Ghana
2022-07-25,cassava,Tarkwa,Tarkwa Central Market,1.69,GHS,WFP-GIEWS-Ghana
2022-08-01,cassava,Tarkwa,Tarkwa Central Market,1.74,GHS,WFP-GIEWS-Ghana
2022-08-08,cassava,Tarkwa,Tarkwa Central Market,1.69,GHS,WFP-GIEWS-Ghana
2022-08-15,cassava,Tarkwa,Tarkwa Central Market,1.67,GHS,WFP-GIEWS-Ghana
2022-08-22,cassava,Tarkwa,Tarkwa Central Market,1.82,GHS,WFP-GIEWS-Ghana
2022-08-29,cassava,Tarkwa,Tarkwa Central Market,1.78,GHS,WFP-GIEWS-Ghana
2022-09-05,cassava,Tarkwa,Tarkwa Central Market,1.49,GHS,WFP-GIEWS-Ghana
2022-09-12,cassava,Tarkwa,Tarkwa Central Market,1.57,GHS,WFP-GIEWS-Ghana
2022-09-19,cassava,Tarkwa,Tarkwa Central Market,1.49,GHS,WFP-GIEWS-Ghana
2022-09-26,cassava,Tarkwa,Tarkwa Central Market,1.47,GHS,WFP-GIEWS-Ghana
2022-10-03,cassava,Tarkwa,Tarkwa Central Market,1.37,GHS,WFP-GIEWS-Ghana
2022-10-10,cassava,Tarkwa,Tarkwa Central Market,1.23,GHS,WFP-GIEWS-Ghana
2022-10-17,cassava,Tarkwa,Tarkwa Central Market,1.36,GHS,WFP-GIEWS-Ghana
2022-10-24,cassava,Tarkwa,Tarkwa Central Market,1.3,GHS,WFP-GIEWS-Ghana
2022-10-31,cassava,Tarkwa,Tarkwa Central Market,1.3,GHS,WFP-GIEWS-Ghana
2022-11-07,cassava,Tarkwa,Tarkwa Central Market,1.35,GHS,WFP-GIEWS-Ghana
2022-11-14,cassava,Tarkwa,Tarkwa Central Market,1.36,GHS,WFP-GIEWS-Ghana
2022-11-21,cassava,Tarkwa,Tarkwa Central Market,1.28,GHS,WFP-GIEWS-Ghana
2022-11-28,cassava,Tarkwa,Tarkwa Central Market,1.36,GHS,WFP-GIEWS-Ghana
2022-12-05,cassava,Tarkwa,Tarkwa Central Market,1.34,GHS,WFP-GIEWS-Ghana
2022-12-12,cassava,Tarkwa,Tarkwa Central Market,1.27,GHS,WFP-GIEWS-Ghana
2022-12-19,cassava,Tarkwa,Tarkwa Central Market,1.32,GHS,WFP-GIEWS-Ghana
2022-12-26,cassava,Tarkwa,Tarkwa Central Market,1.41,GHS,WFP-GIEWS-Ghana
2023-01-02,cassava,Tarkwa,Tarkwa Central Market,1.82,GHS,WFP-GIEWS-Ghana
2023-01-09,cassava,Tarkwa,Tarkwa Central Market,1.75,GHS,WFP-GIEWS-Ghana
2023-01-16,cassava,Tarkwa,Tarkwa Central Market,1.62,GHS,WFP-GIEWS-Ghana
2023-01-23,cassava,Tarkwa,Tarkwa Central Market,1.74,GHS,WFP-GIEWS-Ghana
2023-01-30,cassava,Tarkwa,Tarkwa Central Market,1.76,GHS,WFP-GIEWS-Ghana
2023-02-06,cassava,Tarkwa,Tarkwa Central Market,1.77,GHS,WFP-GIEWS-Ghana
2023-02-13,cassava,Tarkwa,Tarkwa Central Market,1.77,GHS,WFP-GIEWS-Ghana
2023-02-20,cassava,Tarkwa,Tarkwa Central Market,1.74,GHS,WFP-GIEWS-Ghana
2023-02-27,cassava,Tarkwa,Tarkwa Central Market,1.71,GHS,WFP-GIEWS-Ghana
2023-03-06,cassava,Tarkwa,Tarkwa Central Market,1.43,GHS,WFP-GIEWS-Ghana
2023-03-13,cassava,Tarkwa,Tarkwa Central Market,1.36,GHS,WFP-GIEWS-Ghana
2023-03-20,cassava,Tarkwa,Tarkwa Central Market,1.49,GHS,WFP-GIEWS-Ghana
2023-03-27,cassava,Tarkwa,Tarkwa Central Market,1.48,GHS,WFP-GIEWS-Ghana
2023-04-03,cassava,Tarkwa,Tarkwa Central Market,1.51,GHS,WFP-GIEWS-Ghana
2023-04-10,cassava,Tarkwa,Tarkwa Central Market,1.4,GHS,WFP-GIEWS-Ghana
2023-04-17,cassava,Tarkwa,Tarkwa Central Market,1.52,GHS,WFP-GIEWS-Ghana
2023-04-24,cassava,Tarkwa,Tarkwa Central Market,1.6,GHS,WFP-GIEWS-Ghana
2023-05-01,cassava,Tarkwa,Tarkwa Central Market,1.49,GHS,WFP-GIEWS-Ghana
2023-05-08,cassava,Tarkwa,Tarkwa Central Market,1.49,GHS,WFP-GIEWS-Ghana
2023-05-15,cassava,Tarkwa,Tarkwa Central Market,1.51,GHS,WFP-GIEWS-Ghana
2023-05-22,cassava,Tarkwa,Tarkwa Central Market,1.61,GHS,WFP-GIEWS-Ghana
2023-05-29,cassava,Tarkwa,Tarkwa Central Market,1.43,GHS,WFP-GIEWS-Ghana
2023-06-05,cassava,Tarkwa,Tarkwa Central Market,1.64,GHS,WFP-GIEWS-Ghana
2023-06-12,cassava,Tarkwa,Tarkwa Central Market,1.58,GHS,WFP-GIEWS-Ghana
2023-06-19,cassava,Tarkwa,Tarkwa Central Market,1.59,GHS,WFP-GIEWS-Ghana
