date,crop_type,region,demand_kg,price_per_kg,festival_flag,month,week_of_year
2018-04-16,cassava,Tarkwa,584.2,1.04,0,4,16
2018-04-23,cassava,Tarkwa,578.2,0.94,0,4,17
2018-04-30,cassava,Tarkwa,532.5,0.99,0,4,18
2018-05-07,cassava,Tarkwa,590.6,1.02,0,5,19
2018-05-14,cassava,Tarkwa,551.7,1.05,0,5,20
2018-05-21,cassava,Tarkwa,631.7,1.05,0,5,21
2018-05-28,cassava,Tarkwa,642.5,1.03,0,5,22
2018-06-04,cassava,Tarkwa,638.6,1.13,0,6,23
2018-06-11,cassava,Tarkwa,545.6,1.11,0,6,24
2018-06-18,cassava,Tarkwa,610.4,1.08,0,6,25
2018-06-25,cassava,Tarkwa,612.6,1.1,0,6,26
2018-07-02,cassava,Tarkwa,556.6,1.25,0,7,27
2018-07-09,cassava,Tarkwa,521.0,1.25,0,7,28
2018-07-16,cassava,Tarkwa,606.2,1.16,0,7,29
2018-07-23,cassava,Tarkwa,538.8,1.23,0,7,30
2018-07-30,cassava,Tarkwa,536.4,1.25,0,7,31
2018-08-06,cassava,Tarkwa,731.5,1.24,1,8,32
2018-08-13,cassava,Tarkwa,832.0,1.25,1,8,33
2018-08-20,cassava,Tarkwa,774.6,1.28,1,8,34
2018-08-27,cassava,Tarkwa,848.9,1.2,1,8,35
2018-09-03,cassava,Tarkwa,618.9,1.06,0,9,36
2018-09-10,cassava,Tarkwa,595.9,1.11,0,9,37
2018-09-17,cassava,Tarkwa,565.1,1.17,0,9,38
2018-09-24,cassava,Tarkwa,578.7,1.21,0,9,39
2018-10-01,cassava,Tarkwa,570.6,1.0,0,10,40
2018-10-08,cassava,Tarkwa,565.7,0.91,0,10,41
2018-10-15,cassava,Tarkwa,615.8,0.96,0,10,42
2018-10-22,cassava,Tarkwa,557.8,0.98,0,10,43
2018-10-29,cassava,Tarkwa,543.9,0.97,0,10,44
2018-11-05,cassava,Tarkwa,549.7,0.99,0,11,45
2018-11-12,cassava,Tarkwa,619.2,0.94,0,11,46
2018-11-19,cassava,Tarkwa,586.7,0.98,0,11,47
2018-11-26,cassava,Tarkwa,510.7,0.99,0,11,48
2018-12-03,cassava,Tarkwa,567.3,1.01,0,12,49
2018-12-10,cassava,Tarkwa,650.6,0.95,0,12,50
2018-12-17,cassava,Tarkwa,582.3,0.97,0,12,51
2018-12-24,cassava,Tarkwa,1068.0,0.87,1,12,52
2018-12-31,cassava,Tarkwa,1064.6,0.96,1,12,1
2019-01-07,cassava,Tarkwa,586.8,1.23,0,1,2
2019-01-14,cassava,Tarkwa,605.6,1.2,0,1,3
2019-01-21,cassava,Tarkwa,458.6,1.26,0,1,4
2019-01-28,cassava,Tarkwa,610.9,1.25,0,1,5
2019-02-04,cassava,Tarkwa,615.5,1.15,0,2,6
2019-02-11,cassava,Tarkwa,631.7,1.27,0,2,7
2019-02-18,cassava,Tarkwa,543.9,1.21,0,2,8
2019-02-25,cassava,Tarkwa,486.4,1.29,0,2,9
2019-03-04,cassava,Tarkwa,616.0,1.03,0,3,10
2019-03-11,cassava,Tarkwa,584.4,1.08,0,3,11
2019-03-18,cassava,Tarkwa,621.9,1.07,0,3,12
2019-03-25,cassava,Tarkwa,628.2,1.09,0,3,13
2019-04-01,cassava,Tarkwa,929.9,1.09,1,4,14
2019-04-08,cassava,Tarkwa,927.6,1.08,1,4,15
2019-04-15,cassava,Tarkwa,643.9,1.02,0,4,16
2019-04-22,cassava,Tarkwa,614.7,1.02,0,4,17
2019-04-29,cassava,Tarkwa,594.2,1.06,0,4,18
2019-05-06,cassava,Tarkwa,635.0,1.09,0,5,19
2019-05-13,cassava,Tarkwa,652.0,1.07,0,5,20
2019-05-20,cassava,Tarkwa,623.9,1.12,0,5,21
2019-05-27,cassava,Tarkwa,595.9,1.08,0,5,22
2019-06-03,cassava,Tarkwa,530.3,1.15,0,6,23
2019-06-10,cassava,Tarkwa,591.5,1.18,0,6,24
2019-06-17,cassava,Tarkwa,559.0,1.21,0,6,25
2019-06-24,cassava,Tarkwa,581.1,1.21,0,6,26
2019-07-01,cassava,Tarkwa,493.9,1.45,0,7,27
2019-07-08,cassava,Tarkwa,554.7,1.31,0,7,28
2019-07-15,cassava,Tarkwa,509.1,1.35,0,7,29
2019-07-22,cassava,Tarkwa,495.8,1.37,0,7,30
2019-07-29,cassava,Tarkwa,582.8,1.35,0,7,31
2019-08-05,cassava,Tarkwa,778.2,1.33,1,8,32
2019-08-12,cassava,Tarkwa,855.3,1.27,1,8,33
2019-08-19,cassava,Tarkwa,873.5,1.33,1,8,34
2019-08-26,cassava,Tarkwa,886.6,1.3,1,8,35
2019-09-02,cassava,Tarkwa,654.2,1.14,0,9,36
2019-09-09,cassava,Tarkwa,619.5,1.18,0,9,37
2019-09-16,cassava,Tarkwa,639.0,1.17,0,9,38
2019-09-23,cassava,Tarkwa,630.7,1.25,0,9,39
2019-09-30,cassava,Tarkwa,597.6,1.25,0,9,40
2019-10-07,cassava,Tarkwa,551.1,1.01,0,10,41
2019-10-14,cassava,Tarkwa,591.0,1.03,0,10,42
2019-10-21,cassava,Tarkwa,665.1,0.97,0,10,43
2019-10-28,cassava,Tarkwa,591.7,1.02,0,10,44
2019-11-04,cassava,Tarkwa,655.0,1.07,0,11,45
2019-11-11,cassava,Tarkwa,586.5,1.09,0,11,46
2019-11-18,cassava,Tarkwa,622.0,1.02,0,11,47
2019-11-25,cassava,Tarkwa,624.2,1.1,0,11,48
2019-12-02,cassava,Tarkwa,629.9,0.99,0,12,49
2019-12-09,cassava,Tarkwa,634.1,1.01,0,12,50
2019-12-16,cassava,Tarkwa,624.5,1.09,0,12,51
2019-12-23,cassava,Tarkwa,873.4,1.13,1,12,52
2019-12-30,cassava,Tarkwa,974.2,1.08,1,12,1
2020-01-06,cassava,Tarkwa,592.5,1.35,0,1,2
2020-01-13,cassava,Tarkwa,607.6,1.23,0,1,3
2020-01-20,cassava,Tarkwa,654.6,1.24,0,1,4
2020-01-27,cassava,Tarkwa,508.3,1.36,0,1,5
2020-02-03,cassava,Tarkwa,513.4,1.34,0,2,6
2020-02-10,cassava,Tarkwa,611.4,1.3,0,2,7
2020-02-17,cassava,Tarkwa,591.1,1.37,0,2,8
2020-02-24,cassava,Tarkwa,555.4,1.37,0,2,9
2020-03-02,cassava,Tarkwa,603.9,1.21,0,3,10
2020-03-09,cassava,Tarkwa,631.8,1.17,0,3,11
2020-03-16,cassava,Tarkwa,557.4,1.22,0,3,12
2020-03-23,cassava,Tarkwa,579.1,1.17,0,3,13
2020-03-30,cassava,Tarkwa,615.6,1.16,0,3,14
2020-04-06,cassava,Tarkwa,978.6,1.22,1,4,15
2020-04-13,cassava,Tarkwa,914.4,1.13,1,4,16
2020-04-20,cassava,Tarkwa,552.6,1.31,0,4,17
2020-04-27,cassava,Tarkwa,592.2,1.19,0,4,18
2020-05-04,cassava,Tarkwa,616.2,1.2,0,5,19
2020-05-11,cassava,Tarkwa,597.0,1.21,0,5,20
2020-05-18,cassava,Tarkwa,557.2,1.27,0,5,21
2020-05-25,cassava,Tarkwa,638.2,1.22,0,5,22
2020-06-01,cassava,Tarkwa,612.4,1.21,0,6,23
2020-06-08,cassava,Tarkwa,566.5,1.37,0,6,24
2020-06-15,cassava,Tarkwa,548.8,1.28,0,6,25
2020-06-22,cassava,Tarkwa,574.0,1.3,0,6,26
2020-06-29,cassava,Tarkwa,644.5,1.23,0,6,27
2020-07-06,cassava,Tarkwa,555.4,1.49,0,7,28
2020-07-13,cassava,Tarkwa,585.2,1.42,0,7,29
2020-07-20,cassava,Tarkwa,571.6,1.46,0,7,30
2020-07-27,cassava,Tarkwa,629.1,1.44,0,7,31
2020-08-03,cassava,Tarkwa,749.4,1.58,1,8,32
2020-08-10,cassava,Tarkwa,708.4,1.58,1,8,33
2020-08-17,cassava,Tarkwa,776.1,1.47,1,8,34
2020-08-24,cassava,Tarkwa,793.3,1.47,1,8,35
2020-08-31,cassava,Tarkwa,787.9,1.45,1,8,36
2020-09-07,cassava,Tarkwa,588.0,1.38,0,9,37
2020-09-14,cassava,Tarkwa,657.4,1.3,0,9,38
2020-09-21,cassava,Tarkwa,667.9,1.3,0,9,39
2020-09-28,cassava,Tarkwa,605.7,1.37,0,9,40
2020-10-05,cassava,Tarkwa,708.5,1.1,0,10,41
2020-10-12,cassava,Tarkwa,602.1,1.13,0,10,42
2020-10-19,cassava,Tarkwa,582.3,1.06,0,10,43
2020-10-26,cassava,Tarkwa,641.4,1.16,0,10,44
2020-11-02,cassava,Tarkwa,520.2,1.22,0,11,45
2020-11-09,cassava,Tarkwa,576.0,1.17,0,11,46
2020-11-16,cassava,Tarkwa,610.4,1.2,0,11,47
2020-11-23,cassava,Tarkwa,628.0,1.1,0,11,48
2020-11-30,cassava,Tarkwa,604.2,1.15,0,11,49
2020-12-07,cassava,Tarkwa,590.9,1.1,0,12,50
2020-12-14,cassava,Tarkwa,622.9,1.13,0,12,51
2020-12-21,cassava,Tarkwa,1062.6,1.18,1,12,52
2020-12-28,cassava,Tarkwa,1023.0,1.15,1,12,53
2021-01-04,cassava,Tarkwa,570.1,1.38,0,1,1
2021-01-11,cassava,Tarkwa,555.1,1.38,0,1,2
2021-01-18,cassava,Tarkwa,570.8,1.38,0,1,3
2021-01-25,cassava,Tarkwa,579.8,1.49,0,1,4
2021-02-01,cassava,Tarkwa,554.2,1.59,0,2,5
2021-02-08,cassava,Tarkwa,526.9,1.55,0,2,6
2021-02-15,cassava,Tarkwa,529.5,1.36,0,2,7
2021-02-22,cassava,Tarkwa,567.4,1.55,0,2,8
2021-03-01,cassava,Tarkwa,568.0,1.31,0,3,9
2021-03-08,cassava,Tarkwa,676.2,1.18,0,3,10
2021-03-15,cassava,Tarkwa,593.7,1.25,0,3,11
2021-03-22,cassava,Tarkwa,561.6,1.32,0,3,12
2021-03-29,cassava,Tarkwa,612.9,1.29,0,3,13
2021-04-05,cassava,Tarkwa,1159.2,1.2,1,4,14
2021-04-12,cassava,Tarkwa,999.4,1.3,1,4,15
2021-04-19,cassava,Tarkwa,667.4,1.16,0,4,16
2021-04-26,cassava,Tarkwa,635.6,1.26,0,4,17
2021-05-03,cassava,Tarkwa,535.1,1.34,0,5,18
2021-05-10,cassava,Tarkwa,577.2,1.28,0,5,19
2021-05-17,cassava,Tarkwa,535.0,1.25,0,5,20
2021-05-24,cassava,Tarkwa,667.5,1.32,0,5,21
2021-05-31,cassava,Tarkwa,656.4,1.33,0,5,22
2021-06-07,cassava,Tarkwa,604.9,1.47,0,6,23
2021-06-14,cassava,Tarkwa,601.9,1.45,0,6,24
2021-06-21,cassava,Tarkwa,538.7,1.46,0,6,25
2021-06-28,cassava,Tarkwa,592.3,1.44,0,6,26
2021-07-05,cassava,Tarkwa,621.1,1.59,0,7,27
2021-07-12,cassava,Tarkwa,567.9,1.58,0,7,28
2021-07-19,cassava,Tarkwa,549.6,1.56,0,7,29
2021-07-26,cassava,Tarkwa,524.1,1.5,0,7,30
2021-08-02,cassava,Tarkwa,945.1,1.52,1,8,31
2021-08-09,cassava,Tarkwa,848.3,1.57,1,8,32
2021-08-16,cassava,Tarkwa,751.4,1.6,1,8,33
2021-08-23,cassava,Tarkwa,764.8,1.68,1,8,34
2021-08-30,cassava,Tarkwa,782.9,1.58,1,8,35
2021-09-06,cassava,Tarkwa,594.8,1.48,0,9,36
2021-09-13,cassava,Tarkwa,603.9,1.49,0,9,37
2021-09-20,cassava,Tarkwa,602.9,1.41,0,9,38
2021-09-27,cassava,Tarkwa,633.9,1.46,0,9,39
2021-10-04,cassava,Tarkwa,634.6,1.21,0,10,40
2021-10-11,cassava,Tarkwa,644.1,1.28,0,10,41
2021-10-18,cassava,Tarkwa,603.2,1.25,0,10,42
2021-10-25,cassava,Tarkwa,771.0,1.16,0,10,43
2021-11-01,cassava,Tarkwa,606.7,1.23,0,11,44
2021-11-08,cassava,Tarkwa,566.5,1.31,0,11,45
2021-11-15,cassava,Tarkwa,592.9,1.22,0,11,46
2021-11-22,cassava,Tarkwa,612.5,1.25,0,11,47
2021-11-29,cassava,Tarkwa,556.4,1.25,0,11,48
2021-12-06,cassava,Tarkwa,663.5,1.18,0,12,49
2021-12-13,cassava,Tarkwa,549.7,1.26,0,12,50
2021-12-20,cassava,Tarkwa,1100.5,1.17,1,12,51
2021-12-27,cassava,Tarkwa,982.7,1.2,1,12,52
2022-01-03,cassava,Tarkwa,554.0,1.65,0,1,1
2022-01-10,cassava,Tarkwa,601.3,1.6,0,1,2
2022-01-17,cassava,Tarkwa,673.1,1.56,0,1,3
2022-01-24,cassava,Tarkwa,540.2,1.61,0,1,4
2022-01-31,cassava,Tarkwa,583.2,1.57,0,1,5
2022-02-07,cassava,Tarkwa,561.3,1.59,0,2,6
2022-02-14,cassava,Tarkwa,545.9,1.63,0,2,7
2022-02-21,cassava,Tarkwa,575.2,1.54,0,2,8
2022-02-28,cassava,Tarkwa,615.8,1.59,0,2,9
2022-03-07,cassava,Tarkwa,619.2,1.34,0,3,10
2022-03-14,cassava,Tarkwa,749.2,1.28,0,3,11
2022-03-21,cassava,Tarkwa,665.0,1.31,0,3,12
2022-03-28,cassava,Tarkwa,564.8,1.45,0,3,13
2022-04-04,cassava,Tarkwa,961.3,1.39,1,4,14
2022-04-11,cassava,Tarkwa,983.8,1.3,1,4,15
2022-04-18,cassava,Tarkwa,692.3,1.29,0,4,16
2022-04-25,cassava,Tarkwa,572.5,1.36,0,4,17
2022-05-02,cassava,Tarkwa,554.3,1.47,0,5,18
2022-05-09,cassava,Tarkwa,612.9,1.37,0,5,19
2022-05-16,cassava,Tarkwa,634.0,1.45,0,5,20
2022-05-23,cassava,Tarkwa,671.5,1.4,0,5,21
2022-05-30,cassava,Tarkwa,673.4,1.41,0,5,22
2022-06-06,cassava,Tarkwa,672.7,1.43,0,6,23
2022-06-13,cassava,Tarkwa,604.9,1.57,0,6,24
2022-06-20,cassava,Tarkwa,662.3,1.49,0,6,25
2022-06-27,cassava,Tarkwa,568.9,1.56,0,6,26
2022-07-04,cassava,Tarkwa,524.2,1.65,0,7,27
2022-07-11,cassava,Tarkwa,588.9,1.71,0,7,28
2022-07-18,cassava,Tarkwa,536.9,1.72,0,7,29
2022-07-25,cassava,Tarkwa,576.7,1.69,0,7,30
2022-08-01,cassava,Tarkwa,858.4,1.74,1,8,31
2022-08-08,cassava,Tarkwa,884.1,1.69,1,8,32
2022-08-15,cassava,Tarkwa,928.4,1.67,1,8,33
2022-08-22,cassava,Tarkwa,865.2,1.82,1,8,34
2022-08-29,cassava,Tarkwa,847.7,1.78,1,8,35
2022-09-05,cassava,Tarkwa,627.5,1.49,0,9,36
2022-09-12,cassava,Tarkwa,623.8,1.57,0,9,37
2022-09-19,cassava,Tarkwa,621.5,1.49,0,9,38
2022-09-26,cassava,Tarkwa,643.5,1.47,0,9,39
2022-10-03,cassava,Tarkwa,719.5,1.37,0,10,40
2022-10-10,cassava,Tarkwa,681.5,1.23,0,10,41
2022-10-17,cassava,Tarkwa,642.1,1.36,0,10,42
2022-10-24,cassava,Tarkwa,619.4,1.3,0,10,43
2022-10-31,cassava,Tarkwa,686.3,1.3,0,10,44
2022-11-07,cassava,Tarkwa,661.7,1.35,0,11,45
2022-11-14,cassava,Tarkwa,658.3,1.36,0,11,46
2022-11-21,cassava,Tarkwa,667.1,1.28,0,11,47
2022-11-28,cassava,Tarkwa,668.3,1.36,0,11,48
2022-12-05,cassava,Tarkwa,689.3,1.34,0,12,49
2022-12-12,cassava,Tarkwa,678.1,1.27,0,12,50
2022-12-19,cassava,Tarkwa,643.3,1.32,0,12,51
2022-12-26,cassava,Tarkwa,1079.0,1.41,1,12,52
2023-01-02,cassava,Tarkwa,538.4,1.82,0,1,1
2023-01-09,cassava,Tarkwa,561.0,1.75,0,1,2
2023-01-16,cassava,Tarkwa,619.2,1.62,0,1,3
2023-01-23,cassava,Tarkwa,527.3,1.74,0,1,4
2023-01-30,cassava,Tarkwa,612.8,1.76,0,1,5
2023-02-06,cassava,Tarkwa,551.3,1.77,0,2,6
2023-02-13,cassava,Tarkwa,568.5,1.77,0,2,7
2023-02-20,cassava,Tarkwa,585.0,1.74,0,2,8
2023-02-27,cassava,Tarkwa,601.8,1.71,0,2,9
2023-03-06,cassava,Tarkwa,642.9,1.43,0,3,10
2023-03-13,cassava,Tarkwa,678.9,1.36,0,3,11
2023-03-20,cassava,Tarkwa,634.3,1.49,0,3,12
2023-03-27,cassava,Tarkwa,622.6,1.48,0,3,13
2023-04-03,cassava,Tarkwa,951.9,1.51,1,4,14
2023-04-10,cassava,Tarkwa,1125.0,1.4,1,4,15
2023-04-17,cassava,Tarkwa,551.5,1.52,0,4,16
2023-04-24,cassava,Tarkwa,599.8,1.6,0,4,17
2023-05-01,cassava,Tarkwa,626.7,1.49,0,5,18
2023-05-08,cassava,Tarkwa,661.0,1.49,0,5,19
2023-05-15,cassava,Tarkwa,582.7,1.51,0,5,20
2023-05-22,cassava,Tarkwa,590.2,1.61,0,5,21
2023-05-29,cassava,Tarkwa,660.9,1.43,0,5,22
2023-06-05,cassava,Tarkwa,676.5,1.64,0,6,23
2023-06-12,cassava,Tarkwa,666.8,1.58,0,6,24
2023-06-19,cassava,Tarkwa,604.5,1.59,0,6,25
2023-06-26,cassava,Tarkwa,620.0,1.63,0,6,26
2023-07-03,cassava,Tarkwa,594.1,1.94,0,7,27
2023-07-10,cassava,Tarkwa,517.5,1.97,0,7,28
2023-07-17,cassava,Tarkwa,577.1,1.87,0,7,29
2023-07-24,cassava,Tarkwa,593.9,1.81,0,7,30
2023-07-31,cassava,Tarkwa,534.6,2.02,0,7,31
2023-08-07,cassava,Tarkwa,1034.5,1.82,1,8,32
2023-08-14,cassava,Tarkwa,872.0,1.81,1,8,33
2023-08-21,cassava,Tarkwa,954.1,1.72,1,8,34
2023-08-28,cassava,Tarkwa,806.7,1.95,1,8,35
2023-09-04,cassava,Tarkwa,642.4,1.73,0,9,36
2023-09-11,cassava,Tarkwa,630.8,1.82,0,9,37
2023-09-18,cassava,Tarkwa,646.1,1.57,0,9,38
2023-09-25,cassava,Tarkwa,612.7,1.76,0,9,39
2023-10-02,cassava,Tarkwa,615.7,1.43,0,10,40
2023-10-09,cassava,Tarkwa,593.6,1.47,0,10,41
2023-10-16,cassava,Tarkwa,729.8,1.33,0,10,42
2023-10-23,cassava,Tarkwa,606.9,1.5,0,10,43
2023-10-30,cassava,Tarkwa,545.1,1.47,0,10,44
2023-11-06,cassava,Tarkwa,724.3,1.43,0,11,45
2023-11-13,cassava,Tarkwa,610.6,1.47,0,11,46
2023-11-20,cassava,Tarkwa,659.1,1.39,0,11,47
2023-11-27,cassava,Tarkwa,730.9,1.4,0,11,48
2023-12-04,cassava,Tarkwa,660.5,1.41,0,12,49
2023-12-11,cassava,Tarkwa,689.2,1.33,0,12,50
2023-12-18,cassava,Tarkwa,592.0,1.49,0,12,51
2023-12-25,cassava,Tarkwa,948.0,1.51,1,12,52
2024-01-01,cassava,Tarkwa,616.7,1.79,0,1,1
2024-01-08,cassava,Tarkwa,615.9,1.87,0,1,2
2024-01-15,cassava,Tarkwa,626.4,1.82,0,1,3
2024-01-22,cassava,Tarkwa,587.7,1.86,0,1,4
2024-01-29,cassava,Tarkwa,623.6,1.79,0,1,5
2024-02-05,cassava,Tarkwa,557.8,1.79,0,2,6
2024-02-12,cassava,Tarkwa,608.9,1.93,0,2,7
2024-02-19,cassava,Tarkwa,617.5,1.85,0,2,8
2024-02-26,cassava,Tarkwa,645.2,2.0,0,2,9
2024-03-04,cassava,Tarkwa,655.4,1.59,0,3,10
2024-03-11,cassava,Tarkwa,636.2,1.53,0,3,11
2024-03-18,cassava,Tarkwa,629.5,1.67,0,3,12
2024-03-25,cassava,Tarkwa,630.4,1.63,0,3,13
2024-04-01,cassava,Tarkwa,1040.3,1.64,1,4,14
2024-04-08,cassava,Tarkwa,1001.8,1.67,1,4,15
2024-04-15,cassava,Tarkwa,618.3,1.56,0,4,16
2024-04-22,cassava,Tarkwa,594.7,1.59,0,4,17
2024-04-29,cassava,Tarkwa,669.8,1.59,0,4,18
2024-05-06,cassava,Tarkwa,739.8,1.53,0,5,19
2024-05-13,cassava,Tarkwa,666.8,1.59,0,5,20
2024-05-20,cassava,Tarkwa,664.9,1.69,0,5,21
2024-05-27,cassava,Tarkwa,694.2,1.62,0,5,22
2024-06-03,cassava,Tarkwa,688.5,1.67,0,6,23
2024-06-10,cassava,Tarkwa,650.4,1.65,0,6,24
2024-06-17,cassava,Tarkwa,627.4,1.88,0,6,25
2024-06-24,cassava,Tarkwa,701.7,1.75,0,6,26
2024-07-01,cassava,Tarkwa,631.4,1.93,0,7,27
2024-07-08,cassava,Tarkwa,632.1,1.96,0,7,28
2024-07-15,cassava,Tarkwa,609.2,1.87,0,7,29
2024-07-22,cassava,Tarkwa,567.4,2.1,0,7,30
2024-07-29,cassava,Tarkwa,602.9,1.95,0,7,31
2024-08-05,cassava,Tarkwa,858.6,2.11,1,8,32
2024-08-12,cassava,Tarkwa,959.3,2.0,1,8,33
2024-08-19,cassava,Tarkwa,739.9,2.11,1,8,34
2024-08-26,cassava,Tarkwa,891.5,2.02,1,8,35
2024-09-02,cassava,Tarkwa,634.3,1.86,0,9,36
2024-09-09,cassava,Tarkwa,587.2,1.85,0,9,37
2024-09-16,cassava,Tarkwa,668.4,1.84,0,9,38
2024-09-23,cassava,Tarkwa,619.6,1.82,0,9,39
2024-09-30,cassava,Tarkwa,644.6,1.78,0,9,40
2024-10-07,cassava,Tarkwa,701.6,1.65,0,10,41
2024-10-14,cassava,Tarkwa,726.8,1.48,0,10,42
2024-10-21,cassava,Tarkwa,688.0,1.54,0,10,43
2024-10-28,cassava,Tarkwa,680.3,1.54,0,10,44
2024-11-04,cassava,Tarkwa,653.3,1.57,0,11,45
2024-11-11,cassava,Tarkwa,757.1,1.52,0,11,46
2024-11-18,cassava,Tarkwa,694.9,1.56,0,11,47
2024-11-25,cassava,Tarkwa,642.5,1.53,0,11,48
2024-12-02,cassava,Tarkwa,642.4,1.46,0,12,49
2024-12-09,cassava,Tarkwa,690.0,1.56,0,12,50
2024-12-16,cassava,Tarkwa,688.3,1.49,0,12,51
2024-12-23,cassava,Tarkwa,1070.5,1.45,1,12,52
2024-12-30,cassava,Tarkwa,1136.9,1.56,1,12,1
2018-01-01,cassava,Bogoso,526.1,1.18,0,1,1
2018-01-08,cassava,Bogoso,551.7,1.18,0,1,2
2018-01-15,cassava,Bogoso,590.7,1.07,0,1,3
2018-01-22,cassava,Bogoso,543.1,1.1,0,1,4
2018-01-29,cassava,Bogoso,531.5,1.25,0,1,5
2018-02-05,cassava,Bogoso,542.9,1.12,0,2,6
2018-02-12,cassava,Bogoso,520.9,1.19,0,2,7
2018-02-19,cassava,Bogoso,538.2,1.13,0,2,8
2018-02-26,cassava,Bogoso,578.4,1.17,0,2,9
2018-03-05,cassava,Bogoso,586.0,0.97,0,3,10
2018-03-12,cassava,Bogoso,621.3,1.02,0,3,11
2018-03-19,cassava,Bogoso,640.2,1.01,0,3,12
2018-03-26,cassava,Bogoso,565.3,0.98,0,3,13
2018-04-02,cassava,Bogoso,784.7,0.96,1,4,14
2018-04-09,cassava,Bogoso,966.2,1.02,1,4,15
2018-04-16,cassava,Bogoso,592.2,0.96,0,4,16
2018-04-23,cassava,Bogoso,547.7,1.02,0,4,17
2018-04-30,cassava,Bogoso,523.1,1.11,0,4,18
2018-05-07,cassava,Bogoso,547.0,1.07,0,5,19
2018-05-14,cassava,Bogoso,617.7,1.04,0,5,20
2018-05-21,cassava,Bogoso,591.4,1.01,0,5,21
2018-05-28,cassava,Bogoso,671.2,0.93,0,5,22
2018-06-04,cassava,Bogoso,620.7,1.05,0,6,23
2018-06-11,cassava,Bogoso,549.0,1.16,0,6,24
2018-06-18,cassava,Bogoso,580.4,1.07,0,6,25
2018-06-25,cassava,Bogoso,610.1,1.08,0,6,26
2018-07-02,cassava,Bogoso,561.9,1.24,0,7,27
2018-07-09,cassava,Bogoso,581.7,1.2,0,7,28
2018-07-16,cassava,Bogoso,543.7,1.19,0,7,29
2018-07-23,cassava,Bogoso,537.9,1.25,0,7,30
2018-07-30,cassava,Bogoso,568.1,1.2,0,7,31
2018-08-06,cassava,Bogoso,796.9,1.22,1,8,32
2018-08-13,cassava,Bogoso,760.2,1.22,1,8,33
2018-08-20,cassava,Bogoso,748.8,1.28,1,8,34
2018-08-27,cassava,Bogoso,794.2,1.24,1,8,35
2018-09-03,cassava,Bogoso,608.8,1.12,0,9,36
2018-09-10,cassava,Bogoso,613.4,1.16,0,9,37
2018-09-17,cassava,Bogoso,537.9,1.12,0,9,38
2018-09-24,cassava,Bogoso,564.6,1.12,0,9,39
2018-10-01,cassava,Bogoso,573.7,0.98,0,10,40
2018-10-08,cassava,Bogoso,609.6,0.99,0,10,41
2018-10-15,cassava,Bogoso,576.6,0.96,0,10,42
2018-10-22,cassava,Bogoso,575.6,0.97,0,10,43
2018-10-29,cassava,Bogoso,553.7,0.94,0,10,44
2018-11-05,cassava,Bogoso,626.5,0.94,0,11,45
2018-11-12,cassava,Bogoso,575.6,1.0,0,11,46
2018-11-19,cassava,Bogoso,562.6,0.99,0,11,47
2018-11-26,cassava,Bogoso,576.5,0.99,0,11,48
2018-12-03,cassava,Bogoso,629.3,0.99,0,12,49
2018-12-10,cassava,Bogoso,558.1,0.98,0,12,50
2018-12-17,cassava,Bogoso,551.3,1.01,0,12,51
2018-12-24,cassava,Bogoso,1029.3,1.02,1,12,52
2018-12-31,cassava,Bogoso,968.9,1.01,1,12,1
2019-01-07,cassava,Bogoso,575.6,1.25,0,1,2
2019-01-14,cassava,Bogoso,544.0,1.32,0,1,3
2019-01-21,cassava,Bogoso,548.9,1.26,0,1,4
2019-01-28,cassava,Bogoso,532.3,1.28,0,1,5
2019-02-04,cassava,Bogoso,577.8,1.27,0,2,6
2019-02-11,cassava,Bogoso,588.8,1.27,0,2,7
2019-02-18,cassava,Bogoso,604.1,1.22,0,2,8
2019-02-25,cassava,Bogoso,505.3,1.29,0,2,9
2019-03-04,cassava,Bogoso,592.1,1.2,0,3,10
2019-03-11,cassava,Bogoso,589.7,1.06,0,3,11
2019-03-18,cassava,Bogoso,567.3,1.08,0,3,12
2019-03-25,cassava,Bogoso,596.5,1.06,0,3,13
2019-04-01,cassava,Bogoso,995.1,1.07,1,4,14
2019-04-08,cassava,Bogoso,927.0,1.15,1,4,15
2019-04-15,cassava,Bogoso,597.3,1.06,0,4,16
2019-04-22,cassava,Bogoso,632.6,1.07,0,4,17
2019-04-29,cassava,Bogoso,629.5,1.02,0,4,18
2019-05-06,cassava,Bogoso,589.5,1.06,0,5,19
2019-05-13,cassava,Bogoso,601.7,1.02,0,5,20
2019-05-20,cassava,Bogoso,600.2,1.12,0,5,21
2019-05-27,cassava,Bogoso,546.7,1.22,0,5,22
2019-06-03,cassava,Bogoso,547.5,1.18,0,6,23
2019-06-10,cassava,Bogoso,652.2,1.12,0,6,24
2019-06-17,cassava,Bogoso,558.4,1.24,0,6,25
2019-06-24,cassava,Bogoso,662.2,1.16,0,6,26
2019-07-01,cassava,Bogoso,478.8,1.42,0,7,27
2019-07-08,cassava,Bogoso,543.1,1.33,0,7,28
2019-07-15,cassava,Bogoso,532.1,1.31,0,7,29
2019-07-22,cassava,Bogoso,514.1,1.34,0,7,30
2019-07-29,cassava,Bogoso,515.7,1.39,0,7,31
2019-08-05,cassava,Bogoso,908.9,1.34,1,8,32
2019-08-12,cassava,Bogoso,833.3,1.33,1,8,33
2019-08-19,cassava,Bogoso,778.2,1.35,1,8,34
2019-08-26,cassava,Bogoso,752.6,1.29,1,8,35
